RegulatedEntityId,Regulated Entity Name,Regulated Entity Group,Donations Value,Donation Events,Donation Mean
6468.0,People's Assembly Against Austerity,Small Medium Entity,141540.06,18,7863.336666666666
6470.0,Represent Us Limited,Single Donation Entity,4233.33,1,4233.33
6484.0,Henry Porter,Very Small Entity,53350.0,5,10670.0
6485.0,Labour Campaign For Human Rights,Very Small Entity,58334.0,5,11666.8
6487.0,Simon Day,Single Donation Entity,1650.0,1,1650.0
6489.0,Marie Rimmer,Very Small Entity,16777.2,4,4194.3
6490.0,John Penrose,Single Donation Entity,5190.14,1,5190.14
6502.0,Compass,Very Small Entity,64000.0,5,12800.0
6508.0,Leave.Eu,Very Small Entity,34044.090000000004,3,11348.03
6537.0,Abisola Ifasawo,Single Donation Entity,1650.0,1,1650.0
6538.0,Andrew Milligan,Single Donation Entity,1650.0,1,1650.0
6539.0,Gareth Wallace,Single Donation Entity,1650.0,1,1650.0
6540.0,Beth Prescott,Single Donation Entity,1650.0,1,1650.0
6541.0,Labour Tribunes Group,Very Small Entity,35000.0,3,11666.666666666666
6542.0,European Research Group (Erg),Single Donation Entity,10000.0,1,10000.0
6543.0,Bleddyn William Vaughan Rees,Single Donation Entity,1650.0,1,1650.0
6545.0,Sheena Tranter,Single Donation Entity,1650.0,1,1650.0
6546.0,Robert Brian Hamill,Single Donation Entity,10000.0,1,10000.0
6550.0,Deidre Brock,Very Small Entity,4400.0,2,2200.0
6551.0,Lilian Greenwood,Small Entity,10357.62,6,1726.2699999999998
6552.0,Simon Hoare,Very Small Entity,14787.0,3,4929.0
6553.0,Imran Hussain,Small Entity,22843.13,9,2538.125555555556
6554.0,Seema Kennedy,Very Small Entity,5687.0,2,2843.5
6555.0,Brendan O'Hara,Very Small Entity,14413.19,5,2882.638
6556.0,Antoinette Sandbach,Very Small Entity,5748.0,2,2874.0
6557.0,Mark Williams,Single Donation Entity,1600.0,1,1600.0
6590.0,Joseph Johnson,Small Entity,38592.64,8,4824.08
6592.0,Rosena Allin-Khan,Small Medium Entity,238697.03,49,4871.3679591836735
6593.0,Dan Carden,Small Entity,46072.58,10,4607.258
6595.0,Renew,Small Medium Entity,665623.7,45,14791.637777777776
6603.0,Hatch Connect Uk Ltd,Small Entity,70000.0,6,11666.666666666666
6620.0,Mary Glindon,Small Entity,67150.5,13,5165.423076923077
6621.0,Angela Burns,Single Donation Entity,2000.0,1,2000.0
6622.0,Darren Millar,Very Small Entity,12073.0,5,2414.6
6623.0,Mark Isherwood,Single Donation Entity,2000.0,1,2000.0
6624.0,Russell George,Very Small Entity,10318.71,4,2579.6775
6625.0,Ms Virginia Crosbie,Small Entity,122004.2,15,8133.613333333333
6626.0,Richard Minshull,Single Donation Entity,2000.0,1,2000.0
6627.0,Mohammad Yasin,Very Small Entity,6696.04,3,2232.0133333333333
6628.0,Suzy Davies,Single Donation Entity,2000.0,1,2000.0
6630.0,Damien Egan,Small Entity,16800.0,6,2800.0
6633.0,Lloyd Russell-Moyle,Small Entity,49761.1,15,3317.4066666666668
6644.0,Tomos Davies,Single Donation Entity,2000.0,1,2000.0
6645.0,Alex Burghart,Single Donation Entity,7800.0,1,7800.0
6646.0,Leo Docherty,Small Entity,46974.85,9,5219.427777777778
6647.0,Damien Moore,Very Small Entity,20772.82,5,4154.564
6648.0,Chris Thorne,Single Donation Entity,2000.0,1,2000.0
6667.0,Advance Together [De-Registered 01/10/20],Small Entity,141415.98,12,11784.665
6668.0,Simon Clarke,Small Medium Entity,236900.0,37,6402.702702702703
6669.0,Claire Clay,Single Donation Entity,8940.0,1,8940.0
6670.0,Labour Network In England Ltd,Single Donation Entity,10000.0,1,10000.0
6674.0,Daniel Johnson,Single Donation Entity,6400.0,1,6400.0
6675.0,Jeremy Balfour,Single Donation Entity,6500.0,1,6500.0
6683.0,Ian Paisley Mp,Very Small Entity,11386.26,3,3795.42
6691.0,Preet Kaur Gill,Very Small Entity,11738.27,4,2934.5675
6692.0,David Linden,Single Donation Entity,1989.48,1,1989.48
6693.0,Chi Onwurah,Very Small Entity,36918.95,4,9229.7375
6694.0,Philippa Whitford,Small Entity,13156.13,6,2192.688333333333
6695.0,Anna Mcmorrin,Very Small Entity,17232.43,4,4308.1075
6696.0,Gavin Williamson,Small Entity,67538.01,11,6139.819090909091
6697.0,Richard Leonard,Small Entity,63130.0,7,9018.57142857143
6713.0,Aspire,Very Small Entity,9872.88,2,4936.4400000000005
6719.0,Veterans And People's Party,Very Small Entity,2000.0,2,1000.0
6737.0,Valerie Wise,Single Donation Entity,1973.62,1,1973.62
6739.0,Duma Polska = Polish Pride,Small Medium Entity,94200.0,36,2616.6666666666665
6756.0,Jonathan Lord,Single Donation Entity,1819.0,1,1819.0
6776.0,Neil Bibby,Single Donation Entity,5000.0,1,5000.0
6777.0,Andrew Bowie,Very Small Entity,8870.0,3,2956.6666666666665
6778.0,Richard Burgon,Very Small Entity,54735.78,4,13683.945
6779.0,Gill Furniss,Very Small Entity,11345.12,2,5672.56
6780.0,Hugh Gaffney,Single Donation Entity,3000.0,1,3000.0
6781.0,Khalid Mahmood,Very Small Entity,9620.0,4,2405.0
6782.0,Paul Masterton,Single Donation Entity,2600.0,1,2600.0
6783.0,Faisal Rashid,Very Small Entity,7022.17,2,3511.085
6784.0,Thelma Walker,Single Donation Entity,1721.69,1,1721.69
6785.0,Miss Kate Forbes,Single Donation Entity,1700.0,1,1700.0
6799.0,Iain Carter,Single Donation Entity,2500.0,1,2500.0
6800.0,Alan Waltham,Single Donation Entity,2500.0,1,2500.0
6801.0,Franklin Roe,Single Donation Entity,2500.0,1,2500.0
6811.0,Bob Seely,Very Small Entity,17149.33,5,3429.8660000000004
6812.0,Christine Jardine,Very Small Entity,4191.21,2,2095.605
6813.0,Judith Cummins,Very Small Entity,16605.5,5,3321.1
6814.0,Liz Saville Roberts,Small Medium Entity,86902.9,18,4827.938888888889
6815.0,Paul Williams,Very Small Entity,23174.0,4,5793.5
6822.0,Stephen Morgan,Small Entity,20826.28,7,2975.182857142857
6823.0,Jon Trickett,Single Donation Entity,2000.0,1,2000.0
6829.0,Mr Gregory Campbell Mp,Single Donation Entity,2700.0,1,2700.0
6830.0,The Rt Hon Nigel Dodds Mp,Single Donation Entity,2700.0,1,2700.0
6831.0,Paul Girvan Mp,Single Donation Entity,2700.0,1,2700.0
6832.0,Emma Little-Pengelly Mp,Single Donation Entity,2700.0,1,2700.0
6842.0,Janet Daby,Very Small Entity,5235.0,2,2617.5
6843.0,Dean Lockhart,Single Donation Entity,2000.0,1,2000.0
6844.0,Both Unions Party Of Northern Ireland,Single Donation Entity,16810.0,1,16810.0
6846.0,Ben Houchen,Small Medium Entity,195707.06,27,7248.409629629629
6853.0,Darren Jones,Small Entity,112160.65,9,12462.294444444444
6854.0,Stephen Kerr,Single Donation Entity,1600.57,1,1600.57
6855.0,Ms Michelle Mcilveen,Single Donation Entity,2144.0,1,2144.0
6856.0,Mr Gary Middleton,Single Donation Entity,2144.0,1,2144.0
6857.0,Mr Jonathan Buckley,Very Small Entity,10644.0,2,5322.0
6858.0,Mr William Humphrey,Single Donation Entity,2144.0,1,2144.0
6859.0,Jackson Carlaw,Very Small Entity,22200.0,4,5550.0
6862.0,Bill Bowman,Single Donation Entity,2200.0,1,2200.0
6863.0,Maurice Corry,Single Donation Entity,2200.0,1,2200.0
6864.0,Michelle Ballantyne,Very Small Entity,5675.0,2,2837.5
6865.0,Tom Arthur,Single Donation Entity,6000.0,1,6000.0
6870.0,Richard Lyle,Single Donation Entity,2200.0,1,2200.0
6871.0,Mary Fee,Single Donation Entity,2200.0,1,2200.0
6890.0,Joy Morrissey,Very Small Entity,17000.0,3,5666.666666666667
6893.0,Gillian Keegan,Very Small Entity,19658.73,2,9829.365
6894.0,Suella Braverman,Small Entity,57564.19,7,8223.455714285714
6896.0,Stephen Lloyd,Single Donation Entity,1600.57,1,1600.57
6897.0,Layla Moran,Small Medium Entity,51978.81,16,3248.675625
6898.0,Shaun Bailey,Small Medium Entity,583900.0,29,20134.48275862069
6899.0,Vaughan Gething,Small Medium Entity,345800.0,16,21612.5
6914.0,Patrick Grady,Single Donation Entity,4678.0,1,4678.0
7916.0,Remain Labour Ltd,Very Small Entity,20000.0,3,6666.666666666667
7917.0,Ben Bradley,Small Entity,66000.0,10,6600.0
7931.0,Reform Uk,Medium Large Entity,27295603.31,367,74374.94089918256
7933.0,Mark Drakeford,Very Small Entity,11379.0,3,3793.0
7934.0,Andrew Lewin,Small Entity,137822.24,6,22970.373333333333
7935.0,Steve Brine,Single Donation Entity,2500.0,1,2500.0
7936.0,Marcus Fysh,Very Small Entity,13682.02,3,4560.673333333333
7939.0,Mãƒ¡Irtãƒ­N Ãƒ€Œ Muilleoir,Single Donation Entity,4018.48,1,4018.48
7940.0,Carolyn Harris,Very Small Entity,5095.0,2,2547.5
7941.0,Neil Coyle,Small Entity,79890.11,12,6657.509166666667
7942.0,Tanmanjeet Singh Dhesi,Very Small Entity,14205.39,4,3551.3475
7943.0,Trudy Harrison,Very Small Entity,17591.11,3,5863.703333333334
7944.0,Sue Hayman,Single Donation Entity,9559.83,1,9559.83
7945.0,Wera Hobhouse,Small Entity,32519.65,6,5419.941666666667
7969.0,John Baron,Very Small Entity,9028.19,2,4514.095
7970.0,Laura Devlin,Single Donation Entity,3150.0,1,3150.0
7971.0,Mr Colin Mcgrath,Single Donation Entity,6100.0,1,6100.0
7972.0,Steve Aiken,Very Small Entity,9851.39,2,4925.695
7975.0,Mr Declan Kearney,Single Donation Entity,6055.82,1,6055.82
7978.0,Mr Christopher Stalford,Single Donation Entity,5872.43,1,5872.43
7979.0,Ms Claire Sugden,Very Small Entity,8044.0,3,2681.333333333333
8015.0,Andy Street,Medium Large Entity,2279242.52,288,7914.036527777778
8018.0,Naomi Long,Single Donation Entity,5691.54,1,5691.54
8019.0,Rosie Duffield,Very Small Entity,7333.4,3,2444.4666666666667
8020.0,Seema Malhotra,Single Donation Entity,3147.0,1,3147.0
8021.0,Labour For A Public-Vote,Small Entity,205375.0,13,15798.076923076924
8025.0,Eddie Hughes,Very Small Entity,9577.5,3,3192.5
9050.0,Brexit Express (Be),Small Medium Entity,4227799.97,73,57915.06808219178
9054.0,Stephen Doughty,Small Entity,30066.14,14,2147.5814285714287
9055.0,Afzal Khan,Small Entity,41115.14,9,4568.348888888889
9057.0,Ãƒ€Œrlaithãƒ­ Flynn,Single Donation Entity,10000.0,1,10000.0
9057.0,Ã“Rlaithã­ Flynn,Single Donation Entity,10000.0,1,10000.0
9077.0,Independent Group For Change,Small Medium Entity,542772.0,20,27138.6
9108.0,Elizabeth Truss,Small Medium Entity,755218.16,45,16782.62577777778
9109.0,Mandy Jones Am,Single Donation Entity,2431.71,1,2431.71
9110.0,Jenny Rathbone,Single Donation Entity,2431.71,1,2431.71
9111.0,Llyr Gruffydd Am,Single Donation Entity,2431.71,1,2431.71
9112.0,Alun Davies,Very Small Entity,8524.41,2,4262.205
9116.0,Mr Conor Keenan,Single Donation Entity,1887.89,1,1887.89
9117.0,Gary Fleming,Single Donation Entity,1887.89,1,1887.89
9118.0,Right To Vote,Small Entity,300000.0,11,27272.727272727272
9144.0,Bim Afolami,Small Medium Entity,247382.59,19,13020.136315789474
9150.0,Alex Sobel,Very Small Entity,13797.46,4,3449.365
9155.0,Centrum Campaign Limited,Small Entity,143733.58000000002,10,14373.358000000002
9160.0,Right To Vote Ltd.,Very Small Entity,47500.0,3,15833.333333333334
9179.0,Mickey Brady,Single Donation Entity,1922.1,1,1922.1
9180.0,Paul Maskey,Very Small Entity,5005.35,3,1668.45
9181.0,Elisha Mccallion,Single Donation Entity,1809.74,1,1809.74
9183.0,Bambos Charalambous,Very Small Entity,12408.76,5,2481.752
9184.0,Mr Chris Hazzard,Single Donation Entity,3030.0,1,3030.0
9186.0,London And Northern Dining Club,Very Small Entity,12000.0,2,6000.0
9201.0,Blue Collar Conservatism Ltd,Small Entity,63000.0,9,7000.0
9202.0,Jennifer Forbes,Single Donation Entity,1549.89,1,1549.89
9203.0,Esther Mcvey,Very Small Entity,15550.0,4,3887.5
9204.0,Sam Gyimah,Very Small Entity,15064.0,4,3766.0
9205.0,Heidi Allen,Very Small Entity,15000.0,3,5000.0
9206.0,Elizabeth Savage,Single Donation Entity,2187.55,1,2187.55
9216.0,Kieran Mullan,Very Small Entity,8100.219999999999,2,4050.11
9221.0,Toby Perkins,Single Donation Entity,3000.0,1,3000.0
9222.0,Jack Rankin,Very Small Entity,11530.0,3,3843.3333333333335
9223.0,Mario Creatura,Single Donation Entity,2000.0,1,2000.0
10227.0,Matthew Barber,Single Donation Entity,2000.0,1,2000.0
10228.0,Tom Hunt,Small Entity,17071.0,6,2845.1666666666665
10229.0,Miriam Cates,Very Small Entity,5641.0,3,1880.3333333333333
10230.0,Peter Gibson,Very Small Entity,7321.09,3,2440.363333333333
10231.0,Laura Evans,Single Donation Entity,2000.0,1,2000.0
10233.0,Matthew Vickers,Very Small Entity,9000.0,3,3000.0
10234.0,Scott Benton,Single Donation Entity,2500.0,1,2500.0
10235.0,Siobhan Baillie,Single Donation Entity,2000.0,1,2000.0
10257.0,Make Votes Matter,Small Entity,403490.7,14,28820.76428571429
10262.0,Resham Kotecha,Single Donation Entity,2500.0,1,2500.0
10263.0,Jonathan Gullis,Small Entity,37800.0,10,3780.0
10264.0,Robert Largan,Very Small Entity,4000.0,2,2000.0
10265.0,Jane Dodds,Very Small Entity,3529.41,2,1764.705
10266.0,Phil Wilson,Single Donation Entity,2000.0,1,2000.0
10267.0,Scottish Unionist Association Trust,Very Small Entity,710192.16,4,177548.04
10278.0,Walob Limited,Single Donation Entity,20500.0,1,20500.0
10279.0,Ms Jennifer Powers - Campaign Name Right To Rent Right To Buy Right To Own,Single Donation Entity,68000.0,1,68000.0
10294.0,Lee Anderson,Small Entity,111300.0,15,7420.0
10295.0,Luke Graham,Single Donation Entity,1586.5,1,1586.5
10296.0,Paul Sweeney,Very Small Entity,4946.5,2,2473.25
10300.0,Giles Watling,Very Small Entity,6570.01,2,3285.005
10301.0,Phillip Brett,Single Donation Entity,4500.0,1,4500.0
10302.0,Fair Tax Campaign Ltd,Single Donation Entity,80600.0,1,80600.0
10320.0,Momentum Campaign (Services) Ltd,Very Small Entity,67095.0,5,13419.0
10334.0,Campaign Against Corbynism,Single Donation Entity,134211.0,1,134211.0
10338.0,More United Ltd,Small Entity,170710.0,15,11380.666666666666
10342.0,Working 4 Uk Limited,Single Donation Entity,192431.0,1,192431.0
10345.0,Richard Patrick Tracey - Campaign Name Parent'S Choice,Single Donation Entity,97500.0,1,97500.0
10349.0,The League Against Cruel Sports,Single Donation Entity,800.0,1,800.0
10353.0,Led By Donkeys Ltd.,Single Donation Entity,28899.0,1,28899.0
11356.0,Tommy Sheppard,Very Small Entity,5646.04,2,2823.02
11357.0,Sarah Jones,Very Small Entity,9200.0,3,3066.6666666666665
11358.0,Mr Graham P Jones,Single Donation Entity,8077.02,1,8077.02
11359.0,Mark Pack,Small Entity,15500.0,6,2583.333333333333
11360.0,James Frith,Single Donation Entity,5000.0,1,5000.0
11361.0,Donna Jones,Small Entity,53600.0,8,6700.0
11362.0,Cara Hunter,Single Donation Entity,6000.0,1,6000.0
11365.0,Campaign Together Limited,Small Entity,55000.0,6,9166.666666666666
11367.0,Represent Us Ltd,Single Donation Entity,40841.28,1,40841.28
11371.0,Scientists For Eu Ltd,Very Small Entity,125000.0,4,31250.0
11374.0,For Our Future'S Sake Limited,Single Donation Entity,17308.04,1,17308.04
11375.0,Real Change Lab Limited,Small Entity,250015.78,9,27779.53111111111
11378.0,We Own It Ltd,Very Small Entity,58459.13,2,29229.565
11379.0,Capitalist Worker,Single Donation Entity,66000.0,1,66000.0
11382.0,Workers Party Of Britain,Very Small Entity,26000.0,3,8666.666666666666
11386.0,Make It Stop Limited,Single Donation Entity,23230.0,1,23230.0
11393.0,Pv Media Hub Limited (Campaign Name: Vote For A Final Say),Small Entity,111749.0,9,12416.555555555557
11403.0,Tactical.Vote,Very Small Entity,57000.0,4,14250.0
11406.0,Mr Anthony Mangnall,Single Donation Entity,4855.72,1,4855.72
11407.0,Mr James Murray,Single Donation Entity,4750.0,1,4750.0
11408.0,Barnet Labour Group,Very Small Entity,20740.0,2,10370.0
11423.0,Rejoin Eu,Very Small Entity,20000.0,2,10000.0
11457.0,Labour Campaign For Drug Reform Policy,Single Donation Entity,7688.36,1,7688.36
11479.0,Mrs Dehenna Davison,Very Small Entity,9500.0,4,2375.0
11480.0,Mrs Apsana Begum,Very Small Entity,9158.8,3,3052.933333333333
11481.0,Mr Ian Byrne,Very Small Entity,6566.91,2,3283.455
11482.0,Mr Marco Longhi,Very Small Entity,30000.0,5,6000.0
11483.0,Mr Mike Amesbury,Single Donation Entity,10000.0,1,10000.0
11484.0,Mr Navendu Mishra,Very Small Entity,31447.71,5,6289.542
11485.0,Mrs Rachel Maclean,Very Small Entity,6500.0,2,3250.0
12482.0,Bell Ribeiro-Addy,Very Small Entity,13345.61,4,3336.4025
12483.0,Team Jackson,Single Donation Entity,10000.0,1,10000.0
12498.0,Mr Pete Lowe,Single Donation Entity,6500.0,1,6500.0
12499.0,Mr Chris Clarkson,Single Donation Entity,2300.0,1,2300.0
12500.0,Mr Robert Courts,Very Small Entity,6651.139999999999,3,2217.0466666666666
12501.0,Mrs Carol Monaghan,Single Donation Entity,6600.0,1,6600.0
12502.0,Mr Stewart Malcolm Mcdonald,Very Small Entity,3878.84,2,1939.42
12503.0,Jamie Stone,Single Donation Entity,6600.0,1,6600.0
12505.0,Alyn Smith,Single Donation Entity,1852.0,1,1852.0
12514.0,Debbie Abrahams,Single Donation Entity,15590.0,1,15590.0
12515.0,Sara Britcliffe,Single Donation Entity,2290.0,1,2290.0
12516.0,Mr James Daly,Very Small Entity,6994.2,2,3497.1
12517.0,Mr Mark Eastwood,Very Small Entity,7644.0,3,2548.0
12518.0,Christian Wakeford,Very Small Entity,7100.0,3,2366.6666666666665
12519.0,Justin Madders,Very Small Entity,5025.0,2,2512.5
12522.0,Jackie Baillie,Small Entity,25500.0,6,4250.0
12525.0,Matt Kerr,Very Small Entity,17550.0,4,4387.5
12579.0,All For Unity [De-Registered 06/05/22],Very Small Entity,35000.0,2,17500.0
12596.0,Transform Party,Very Small Entity,40000.0,2,20000.0
12602.0,Tom Randall,Very Small Entity,5600.0,2,2800.0
12626.0,Sarah Atherton,Very Small Entity,15800.0,4,3950.0
12627.0,Nicola Richards,Very Small Entity,9690.0,4,2422.5
12628.0,Tahir Ali,Very Small Entity,19944.81,5,3988.962
12629.0,Cat Smith,Very Small Entity,27959.0,3,9319.666666666666
12692.0,Hannah Blythyn,Single Donation Entity,2153.0,1,2153.0
12693.0,Simon Fell,Small Entity,53684.2,11,4880.381818181818
12694.0,Lia Nici,Small Entity,60500.0,8,7562.5
12700.0,Alba Party,Small Medium Entity,536580.99,27,19873.37
12727.0,Mark Jenkinson,Small Entity,96643.4,8,12080.425
12731.0,Propel,Very Small Entity,140520.0,3,46840.0
12772.0,London Real Party [De-Registered 13/11/24],Small Medium Entity,208628.59,18,11590.477222222222
12792.0,Mr Mick Whitley,Very Small Entity,3461.25,3,1153.75
12795.0,Scotland Matters,Small Entity,68800.0,8,8600.0
12808.0,Monica Lennon Msp,Small Entity,30592.0,6,5098.666666666667
12810.0,Majority Media Ltd.,Very Small Entity,23857.98,2,11928.99
12813.0,Sb Supports The Union Limited,Small Entity,42077.76,7,6011.108571428572
12814.0,Dignity And Choice In Dying,Single Donation Entity,3000.0,1,3000.0
12817.0,Mr Brian Monteith,Single Donation Entity,9300.0,1,9300.0
12818.0,Businesses For The Union,Single Donation Entity,10000.0,1,10000.0
12830.0,Virginia Crosby,Single Donation Entity,3000.0,1,3000.0
12831.0,Zarah Sultana,Very Small Entity,10941.66,3,3647.22
12833.0,Scotland In Union,Single Donation Entity,1104.32,1,1104.32
12834.0,Young Unionists,Single Donation Entity,20000.0,1,20000.0
12847.0,Mr Matthew Robinson,Very Small Entity,7500.0,2,3750.0
12848.0,Jamie Driscoll,Very Small Entity,60400.0,5,12080.0
12866.0,Mrs Laura Trott,Small Entity,100123.3,13,7701.792307692308
12882.0,Dafydd Llywelyn,Single Donation Entity,2000.0,1,2000.0
12883.0,Marsha De Cordova,Very Small Entity,8436.0,2,4218.0
12884.0,David Simmonds,Small Entity,92880.0,6,15480.0
12885.0,Matt Vickers,Small Entity,22248.3,6,3708.05
12898.0,Anthony Browne,Small Entity,25750.0,6,4291.666666666667
12920.0,Dame Eleanor Laing,Single Donation Entity,3400.0,1,3400.0
12921.0,Robbie Moore,Very Small Entity,20000.0,5,4000.0
12922.0,True & Fair Party [De-Registered 19/09/24],Small Medium Entity,469470.0,44,10669.772727272728
12948.0,Ms Nickie Aiken,Very Small Entity,10823.67,2,5411.835
12950.0,Mr Paul Holmes,Single Donation Entity,3100.0,1,3100.0
12951.0,Mr James Sunderland,Single Donation Entity,3300.0,1,3300.0
12952.0,Ms Jo Gideon,Very Small Entity,11010.0,4,2752.5
12958.0,Climate Party,Single Donation Entity,25000.0,1,25000.0
12982.0,Ms Abena Oppong-Asare,Small Entity,9841.89,6,1640.3149999999998
12985.0,Ms Kim Leadbeater,Small Entity,58535.1,14,4181.078571428571
12987.0,Kemi Badenoch,Small Medium Entity,780067.15,59,13221.477118644068
13003.0,Ms Stephanie Peacock,Very Small Entity,5792.0,3,1930.6666666666667
13005.0,Dr Olivia Blake,Small Entity,105767.0,10,10576.7
13007.0,Ms Alicia Kearns,Small Entity,37233.25,8,4654.15625
14001.0,Sam Tarry,Small Entity,57084.68,13,4391.129230769231
14034.0,Ms Helen Morgan,Single Donation Entity,2000.0,1,2000.0
14035.0,Jessie Jacobs,Single Donation Entity,12000.0,1,12000.0
14036.0,Lgbt+ Conservatives,Single Donation Entity,10000.0,1,10000.0
14044.0,Paul Bristow,Very Small Entity,18120.79,4,4530.1975
14046.0,Lewis Dagnall,Very Small Entity,17000.0,2,8500.0
14047.0,Oliver Coppard,Single Donation Entity,5000.0,1,5000.0
14076.0,Alberto Costa,Very Small Entity,10654.0,2,5327.0
14078.0,Sarah Owen,Single Donation Entity,1560.0,1,1560.0
14079.0,Saqib Bhatti,Very Small Entity,15734.41,4,3933.6025
14080.0,Brendan Clarke-Smith,Single Donation Entity,3300.0,1,3300.0
14081.0,Jerome Mayhew,Very Small Entity,9301.41,2,4650.705
14082.0,Greg Smith,Very Small Entity,5750.0,2,2875.0
14083.0,Fay Jones,Single Donation Entity,3300.0,1,3300.0
14094.0,Stop Fire And Rehire Ltd,Small Entity,62000.0,8,7750.0
14107.0,Peredur Owen Griffiths,Single Donation Entity,2036.63,1,2036.63
14108.0,Gagan Mohindra,Small Entity,16889.12,8,2111.14
14128.0,Kim Johnson,Very Small Entity,7098.93,2,3549.465
14147.0,David Johnston,Single Donation Entity,3100.0,1,3100.0
14148.0,Gary Sambrook,Single Donation Entity,3100.0,1,3100.0
14150.0,Rishi Sunak,Small Medium Entity,494765.0,35,14136.142857142857
14151.0,Louie French,Single Donation Entity,3100.0,1,3100.0
14152.0,Jacob Young,Single Donation Entity,3100.0,1,3100.0
14163.0,Alexander Stafford,Very Small Entity,23203.3,4,5800.825
14164.0,Antony Higginbotham,Very Small Entity,10693.0,3,3564.333333333333
14165.0,Fleur Anderson,Very Small Entity,6161.84,3,2053.9466666666667
14166.0,Holly Mumby-Croft,Single Donation Entity,3300.0,1,3300.0
14167.0,Jill Mortimer,Single Donation Entity,3300.0,1,3300.0
14169.0,Ruth Edwards,Single Donation Entity,3420.0,1,3420.0
15194.0,Wendy Chamberlain,Very Small Entity,6991.780000000001,2,3495.8900000000003
15195.0,Claire Hanna,Single Donation Entity,4630.0,1,4630.0
15201.0,Chris Green,Very Small Entity,13000.0,3,4333.333333333333
15202.0,Dr Ben Spencer,Very Small Entity,8339.88,2,4169.94
15226.0,Adam Afriyie,Very Small Entity,18722.88,2,9361.44
15227.0,Alex Davies-Jones,Very Small Entity,14532.68,5,2906.536
15229.0,Together 2030 Ltd,Small Medium Entity,32000.0,16,2000.0
15230.0,Charlotte Nichols,Very Small Entity,5163.29,2,2581.645
15231.0,City Of York Labour Group Of Councillors,Single Donation Entity,10000.0,1,10000.0
15232.0,Munira Wilson,Very Small Entity,7404.75,3,2468.25
15233.0,Liam Mcarthur,Small Entity,107421.0,8,13427.625
15234.0,Elizabeth Webster,Single Donation Entity,2350.0,1,2350.0
15235.0,Fiona Hyslop,Single Donation Entity,1942.3,1,1942.3
15236.0,Labour Coast And Country,Very Small Entity,7637.0,2,3818.5
15250.0,Helena Dollimore,Very Small Entity,9141.0,2,4570.5
15251.0,Liz Twist,Single Donation Entity,5000.0,1,5000.0
15315.0,One Leicester,Single Donation Entity,4000.0,1,4000.0
15317.0,Labour For The Long Term,Small Entity,30000.0,6,5000.0
15318.0,Michael Marra,Single Donation Entity,2000.0,1,2000.0
15319.0,Mrs Paulette Hamilton,Very Small Entity,8770.71,2,4385.355
16329.0,Gareth Bacon,Single Donation Entity,3400.0,1,3400.0
16330.0,Gareth Davies,Very Small Entity,21305.67,4,5326.4175000000005
16331.0,Suzanne Webb,Very Small Entity,8500.0,2,4250.0
16332.0,Vicky Ford,Very Small Entity,4961.09,2,2480.545
16334.0,Association Of Conservative Peers (Acp),Very Small Entity,60000.0,3,20000.0
17353.0,Taiwo Owatemi,Single Donation Entity,2300.0,1,2300.0
17373.0,Beth Winter,Single Donation Entity,2000.0,1,2000.0
17374.0,Jane Hunt,Single Donation Entity,4510.0,1,4510.0
17375.0,Northern Research Group Limited,Small Entity,85000.0,6,14166.666666666666
17376.0,Labour To Win,Small Entity,202000.0,8,25250.0
17401.0,Robin Millar,Single Donation Entity,1852.37,1,1852.37
17402.0,Ms Anum Qaisar,Very Small Entity,4442.1,2,2221.05
17404.0,Stuart Mcmillan,Very Small Entity,7503.89,2,3751.945
17413.0,Ã“Rfhlaith Begley,Single Donation Entity,1849.29,1,1849.29
17416.0,Kim Mcguinness,Very Small Entity,35000.0,3,11666.666666666666
17417.0,Mozammel Hossain,Small Entity,164875.0,13,12682.692307692309
17418.0,Peter Mcreynolds,Single Donation Entity,3557.13,1,3557.13
17419.0,Mike Nesbitt,Single Donation Entity,2400.0,1,2400.0
17420.0,Aisling Reilly,Very Small Entity,5452.62,2,2726.31
17421.0,Emma Sheerin,Single Donation Entity,3557.0,1,3557.0
17422.0,Deborah Erskine,Single Donation Entity,3557.0,1,3557.0
17423.0,Matthew O'Toole,Very Small Entity,3332.42,2,1666.21
17425.0,Patrick Brown,Single Donation Entity,3557.13,1,3557.13
17426.0,Claire Baker,Single Donation Entity,1642.89,1,1642.89
17447.0,Northern Campaign Group,Very Small Entity,185000.0,2,92500.0
17448.0,Dame Andrea Jenkyns,Very Small Entity,6000.0,2,3000.0
17449.0,John Finucane,Small Entity,13829.53,6,2304.9216666666666
17463.0,Labour First Ltd,Very Small Entity,13000.0,3,4333.333333333333
17465.0,Nicola Sturgeon,Single Donation Entity,1706.3,1,1706.3
17481.0,Chris Elmore,Single Donation Entity,2500.0,1,2500.0
17482.0,Ian Levy,Very Small Entity,21725.0,2,10862.5
17483.0,Luke Pollard,Very Small Entity,3542.0,2,1771.0
17484.0,Kate Kniveton,Single Donation Entity,2000.0,1,2000.0
17510.0,Dame Nia Griffith,Single Donation Entity,6615.79,1,6615.79
17511.0,Jane Stevenson,Single Donation Entity,3692.6,1,3692.6
17512.0,New Conservatives Ltd,Small Entity,150000.0,6,25000.0
17553.0,Andrew Lewer,Single Donation Entity,5000.0,1,5000.0
17554.0,Kenneth Gibson,Single Donation Entity,2284.59,1,2284.59
17555.0,Sharon Dowey,Single Donation Entity,2402.16,1,2402.16
